Entity,Code,Year,Human Development Index,GDP per capita,Population,World region according to OWID
Slovakia,SVK,1991,0.697,14962.115,5284876,Europe
Slovakia,SVK,1992,0.702,13951.908,5306445,Europe
Slovakia,SVK,1993,0.71,14163.014,5326363,Europe
Slovakia,SVK,1994,0.72,14982.747,5343230,Europe
Slovakia,SVK,1995,0.729,15811.925,5354287,Europe
Slovakia,SVK,1996,0.74,16744.068,5362430,Europe
Slovakia,SVK,1997,0.747,17630.04,5369781,Europe
Slovakia,SVK,1998,0.758,18280.05,5374801,Europe
Slovakia,SVK,1999,0.765,18174.98,5378105,Europe
Slovakia,SVK,2000,0.774,18343.236,5380001,Europe
Slovakia,SVK,2001,0.781,18914.39,5379439,Europe
Slovakia,SVK,2002,0.79,19757.068,5377685,Europe
Slovakia,SVK,2003,0.796,20730.25,5376197,Europe
Slovakia,SVK,2004,0.806,21851.955,5376038,Europe
Slovakia,SVK,2005,0.815,23266.758,5376697,Europe
Slovakia,SVK,2006,0.824,25342.31,5376847,Europe
Slovakia,SVK,2007,0.834,28075.807,5376993,Europe
Slovakia,SVK,2008,0.842,29556.262,5379127,Europe
Slovakia,SVK,2009,0.845,27891.896,5385074,Europe
Slovakia,SVK,2010,0.851,29758.174,5391857,Europe
Slovakia,SVK,2011,0.856,30481.377,5398105,Europe
Slovakia,SVK,2012,0.856,30907.04,5404877,Europe
Slovakia,SVK,2013,0.858,31090.988,5410422,Europe
Slovakia,SVK,2014,0.859,31901.943,5415238,Europe
Slovakia,SVK,2015,0.861,33521.594,5420278,Europe
Slovakia,SVK,2016,0.864,34130.504,5427262,Europe
Slovakia,SVK,2017,0.865,35057.223,5435702,Europe
Slovakia,SVK,2018,0.868,36430.793,5443229,Europe
Slovakia,SVK,2019,0.871,37209.535,5450627,Europe
Slovakia,SVK,2020,0.867,36216.4,5455028,Europe
Slovakia,SVK,2021,0.859,38346.094,5442766,Europe
Slovakia,SVK,2022,0.873,38664.906,5473195,Europe
Slovakia,SVK,2023,0.88,39518.223,5518057,Europe
Slovakia,SVK,2024,,40319.055,5518057,Europe
Slovenia,SVN,1990,0.734,25345.049,1998010,Europe
Slovenia,SVN,1991,0.736,23074.668,1999191,Europe
Slovenia,SVN,1992,0.741,21845.963,1995862,Europe
Slovenia,SVN,1993,0.746,22520.738,1990815,Europe
Slovenia,SVN,1994,0.756,23747.986,1988262,Europe
Slovenia,SVN,1995,0.768,24718.023,1988098,Europe
Slovenia,SVN,1996,0.778,25454.125,1986792,Europe
Slovenia,SVN,1997,0.789,26806.463,1984404,Europe
Slovenia,SVN,1998,0.802,27688.094,1980071,Europe
Slovenia,SVN,1999,0.82,29125.89,1981198,Europe
Slovenia,SVN,2000,0.829,30055.572,1986817,Europe
Slovenia,SVN,2001,0.845,30857.111,1989684,Europe
Slovenia,SVN,2002,0.855,31830.555,1991571,Europe
Slovenia,SVN,2003,0.865,32827.75,1992499,Europe
Slovenia,SVN,2004,0.87,34298.13,1993548,Europe
Slovenia,SVN,2005,0.876,35558.38,1996915,Europe
Slovenia,SVN,2006,0.883,37539.46,2003116,Europe
Slovenia,SVN,2007,0.888,39995.207,2014159,Europe
Slovenia,SVN,2008,0.894,41278.61,2025090,Europe
Slovenia,SVN,2009,0.894,37802.09,2035610,Europe
Slovenia,SVN,2010,0.896,38056.18,2044611,Europe
Slovenia,SVN,2011,0.897,38226.125,2048805,Europe
Slovenia,SVN,2012,0.897,37033.766,2053322,Europe
Slovenia,SVN,2013,0.907,36678.875,2056452,Europe
Slovenia,SVN,2014,0.907,37655.2,2058395,Europe
Slovenia,SVN,2015,0.909,38527.42,2059946,Europe
Slovenia,SVN,2016,0.914,39667.457,2061379,Europe
Slovenia,SVN,2017,0.918,41692.836,2062410,Europe
Slovenia,SVN,2018,0.922,43361.094,2069484,Europe
Slovenia,SVN,2019,0.923,44569.586,2083438,Europe
Slovenia,SVN,2020,0.918,42463.562,2102421,Europe
Slovenia,SVN,2021,0.924,45914.06,2113495,Europe
Slovenia,SVN,2022,0.926,47050.066,2115231,Europe
Slovenia,SVN,2023,0.931,47977.426,2118394,Europe
Slovenia,SVN,2024,,48648.906,2118394,Europe
Solomon Islands,SLB,1990,,2352.3992,331448,Oceania
Solomon Islands,SLB,1991,,2418.3657,341743,Oceania
Solomon Islands,SLB,1992,,2644.5005,352215,Oceania
Solomon Islands,SLB,1993,,2669.676,362850,Oceania
Solomon Islands,SLB,1994,,2802.2324,373685,Oceania
Solomon Islands,SLB,1995,,2996.2717,384744,Oceania
Solomon Islands,SLB,1996,,2957.819,396017,Oceania
Solomon Islands,SLB,1997,,2848.3196,407480,Oceania
Solomon Islands,SLB,1998,,2805.266,419078,Oceania
Solomon Islands,SLB,1999,0.554,2717.527,430511,Oceania
Solomon Islands,SLB,2000,0.547,2276.822,440481,Oceania
Solomon Islands,SLB,2001,0.542,2055.2744,449137,Oceania
Solomon Islands,SLB,2002,0.539,1960.4238,457676,Oceania
Solomon Islands,SLB,2003,0.543,2050.3086,466164,Oceania
Solomon Islands,SLB,2004,0.548,2168.5059,474618,Oceania
Solomon Islands,SLB,2005,0.553,2287.2737,483090,Oceania
Solomon Islands,SLB,2006,0.553,2340.6516,491602,Oceania
Solomon Islands,SLB,2007,0.552,2384.3179,500168,Oceania
Solomon Islands,SLB,2008,0.556,2489.783,508802,Oceania
Solomon Islands,SLB,2009,0.557,2514.891,518150,Oceania
Solomon Islands,SLB,2010,0.564,2682.2854,532976,Oceania
Solomon Islands,SLB,2011,0.567,2777.4785,552958,Oceania
Solomon Islands,SLB,2012,0.57,2743.4585,573623,Oceania
Solomon Islands,SLB,2013,0.576,2783.5918,594952,Oceania
Solomon Islands,SLB,2014,0.575,2716.422,616915,Oceania
Solomon Islands,SLB,2015,0.576,2664.7249,639423,Oceania
Solomon Islands,SLB,2016,0.578,2715.2336,662387,Oceania
Solomon Islands,SLB,2017,0.581,2703.6636,685677,Oceania
Solomon Islands,SLB,2018,0.582,2686.119,709109,Oceania
Solomon Islands,SLB,2019,0.583,2661.6167,728156,Oceania
Solomon Islands,SLB,2020,0.579,2515.1414,744505,Oceania
Solomon Islands,SLB,2021,0.577,2449.87,762594,Oceania
Solomon Islands,SLB,2022,0.583,2330.103,781075,Oceania
Solomon Islands,SLB,2023,0.584,2339.575,800014,Oceania
Solomon Islands,SLB,2024,,2353.248,800014,Oceania
Somalia,SOM,1991,,837.267,6813762,Africa
Somalia,SOM,1992,,803.78705,6495109,Africa
Somalia,SOM,1993,,812.5573,6681406,Africa
Somalia,SOM,1994,,634.7277,7026804,Africa
Somalia,SOM,1995,,636.66205,7285013,Africa
Somalia,SOM,1996,,663.35114,7554476,Africa
Somalia,SOM,1997,,648.01715,7824531,Africa
Somalia,SOM,1998,,662.67487,8155414,Africa
Somalia,SOM,1999,,682.9791,8492066,Africa
Somalia,SOM,2000,,702.8501,8838714,Africa
Somalia,SOM,2001,,723.37976,9198495,Africa
Somalia,SOM,2002,,749.9136,9550069,Africa
Somalia,SOM,2003,,777.8846,9909161,Africa
Somalia,SOM,2004,,803.05975,10281001,Africa
Somalia,SOM,2005,,830.80725,10644234,Africa
Somalia,SOM,2006,,857.99365,10975502,Africa
Somalia,SOM,2007,,887.3693,11322581,Africa
Somalia,SOM,2008,,919.1321,11663090,Africa
Somalia,SOM,2009,,956.22034,11961205,Africa
Somalia,SOM,2010,,995.2256,12261761,Africa
Somalia,SOM,2011,,1054.3622,12348829,Africa
Somalia,SOM,2012,,1114.8042,12461163,Africa
Somalia,SOM,2013,,1197.7217,12869599,Africa
Somalia,SOM,2014,,1259.2743,13339497,Africa
Somalia,SOM,2015,,1343.9252,13806969,Africa
Somalia,SOM,2016,,1384.1552,14348741,Africa
Somalia,SOM,2017,,1527.6603,14916630,Africa
Somalia,SOM,2018,,1504.9791,15452489,Africa
Somalia,SOM,2019,,1491.2949,16030969,Africa
Somalia,SOM,2020,,1396.0554,16651200,Africa
Somalia,SOM,2021,,1392.3179,17271435,Africa
Somalia,SOM,2022,0.385,1387.5475,17801895,Africa
Somalia,SOM,2023,0.404,1401.6473,18358622,Africa
Somalia,SOM,2024,,1409.335,18358622,Africa
South Africa,ZAF,1990,0.633,10811.151,40746274,Africa
South Africa,ZAF,1991,0.641,10459.356,41687903,Africa
South Africa,ZAF,1992,0.645,10053.61,42443510,Africa
South Africa,ZAF,1993,0.65,9976.965,43297155,Africa
South Africa,ZAF,1994,0.654,10130.806,44004140,Africa
South Africa,ZAF,1995,0.654,10318.839,44541557,Africa
South Africa,ZAF,1996,0.649,10623.86,45123023,Africa
South Africa,ZAF,1997,0.642,10770.278,45666835,Africa
South Africa,ZAF,1998,0.634,10693.688,46223888,Africa
South Africa,ZAF,1999,0.626,10831.659,46730331,Africa
South Africa,ZAF,2000,0.618,11183.825,47159715,Africa
South Africa,ZAF,2001,0.613,11387.492,47566805,Africa
South Africa,ZAF,2002,0.614,11697.565,48019414,Africa
South Africa,ZAF,2003,0.61,11923.121,48500351,Africa
South Africa,ZAF,2004,0.613,12341.21,48991420,Africa
South Africa,ZAF,2005,0.616,12861.563,49490041,Africa
South Africa,ZAF,2006,0.622,13444.233,49998271,Africa
South Africa,ZAF,2007,0.632,14016.244,50528575,Africa
South Africa,ZAF,2008,0.643,14297.688,51114595,Africa
South Africa,ZAF,2009,0.657,13910.702,51728518,Africa
South Africa,ZAF,2010,0.669,14164.996,52344047,Africa
South Africa,ZAF,2011,0.683,14434.261,52995212,Africa
South Africa,ZAF,2012,0.696,14563.763,53782570,Africa
South Africa,ZAF,2013,0.705,14681.097,54678789,Africa
South Africa,ZAF,2014,0.713,14643.339,55594840,Africa
South Africa,ZAF,2015,0.722,14541.675,56723536,Africa
South Africa,ZAF,2016,0.722,14501.281,57259550,Africa
South Africa,ZAF,2017,0.726,14573.598,57635158,Africa
South Africa,ZAF,2018,0.732,14553.562,58613001,Africa
South Africa,ZAF,2019,0.742,14352.67,59587880,Africa
South Africa,ZAF,2020,0.724,13250.566,60562374,Africa
South Africa,ZAF,2021,0.721,13681.955,61502602,Africa
South Africa,ZAF,2022,0.737,13767.497,62378417,Africa
South Africa,ZAF,2023,0.741,13695.376,63212386,Africa
South Africa,ZAF,2024,,13597.654,63212386,Africa
South America,OWID_SAM,1990,0.6497253,,295639583,
South America,OWID_SAM,1991,0.6547653,,301035777,
South America,OWID_SAM,1992,0.65902275,,306386108,
South America,OWID_SAM,1993,0.66415447,,311712472,
South America,OWID_SAM,1994,0.66946566,,316983654,
South America,OWID_SAM,1995,0.6756636,,322239766,
South America,OWID_SAM,1996,0.6810407,,327454409,
South America,OWID_SAM,1997,0.6869894,,332642670,
South America,OWID_SAM,1998,0.6915652,,337868219,
South America,OWID_SAM,1999,0.69540364,,343039488,
South America,OWID_SAM,2000,0.70062786,,348018743,
South America,OWID_SAM,2001,0.7054202,,352811861,
South America,OWID_SAM,2002,0.71004105,,357458493,
South America,OWID_SAM,2003,0.7139729,,361970820,
South America,OWID_SAM,2004,0.7216664,,366372166,
South America,OWID_SAM,2005,0.727708,,370696350,
South America,OWID_SAM,2006,0.73351294,,374925352,
South America,OWID_SAM,2007,0.74158055,,379035651,
South America,OWID_SAM,2008,0.7485009,,383025009,
South America,OWID_SAM,2009,0.7512326,,386904378,
South America,OWID_SAM,2010,0.75787014,,390701117,
South America,OWID_SAM,2011,0.7633919,,394477912,
South America,OWID_SAM,2012,0.7674748,,398255319,
South America,OWID_SAM,2013,0.7731587,,402022546,
South America,OWID_SAM,2014,0.7760436,,405812435,
South America,OWID_SAM,2015,0.7772507,,409619969,
South America,OWID_SAM,2016,0.7784721,,413395039,
South America,OWID_SAM,2017,0.7811188,,417045362,
South America,OWID_SAM,2018,0.7836532,,420440405,
South America,OWID_SAM,2019,0.78433996,,423548291,
South America,OWID_SAM,2020,0.7736417,,426213552,
South America,OWID_SAM,2021,0.77192116,,428331419,
South America,OWID_SAM,2022,0.7865941,,430492816,
South America,OWID_SAM,2023,0.79245985,,433024223,
South Asia (UNDP),,1990,0.454,,,
South Asia (UNDP),,1991,0.458,,,
South Asia (UNDP),,1992,0.464,,,
South Asia (UNDP),,1993,0.468,,,
South Asia (UNDP),,1994,0.472,,,
South Asia (UNDP),,1995,0.478,,,
South Asia (UNDP),,1996,0.484,,,
South Asia (UNDP),,1997,0.49,,,
South Asia (UNDP),,1998,0.496,,,
South Asia (UNDP),,1999,0.503,,,
South Asia (UNDP),,2000,0.508,,,
South Asia (UNDP),,2001,0.517,,,
South Asia (UNDP),,2002,0.523,,,
South Asia (UNDP),,2003,0.535,,,
South Asia (UNDP),,2004,0.543,,,
South Asia (UNDP),,2005,0.552,,,
South Asia (UNDP),,2006,0.561,,,
South Asia (UNDP),,2007,0.569,,,
South Asia (UNDP),,2008,0.575,,,
South Asia (UNDP),,2009,0.58,,,
South Asia (UNDP),,2010,0.59,,,
South Asia (UNDP),,2011,0.601,,,
South Asia (UNDP),,2012,0.606,,,
South Asia (UNDP),,2013,0.611,,,
South Asia (UNDP),,2014,0.62,,,
South Asia (UNDP),,2015,0.627,,,
South Asia (UNDP),,2016,0.637,,,
South Asia (UNDP),,2017,0.641,,,
South Asia (UNDP),,2018,0.642,,,
South Asia (UNDP),,2019,0.645,,,
South Asia (UNDP),,2020,0.645,,,
South Asia (UNDP),,2021,0.641,,,
South Asia (UNDP),,2022,0.665,,,
South Asia (UNDP),,2023,0.672,,,
South Asia (WB),WB_SA,1990,,2221.104,,
South Asia (WB),WB_SA,1991,,2207.1523,,
South Asia (WB),WB_SA,1992,,2278.2957,,
South Asia (WB),WB_SA,1993,,2338.6492,,
South Asia (WB),WB_SA,1994,,2437.5273,,
South Asia (WB),WB_SA,1995,,2561.1387,,
South Asia (WB),WB_SA,1996,,2688.7488,,
South Asia (WB),WB_SA,1997,,2747.1846,,
South Asia (WB),WB_SA,1998,,2855.9998,,
South Asia (WB),WB_SA,1999,,3032.5386,,
South Asia (WB),WB_SA,2000,,3097.8066,,
South Asia (WB),WB_SA,2001,,3182.3164,,
South Asia (WB),WB_SA,2002,,3244.373,,
South Asia (WB),WB_SA,2003,,3427.977,,
South Asia (WB),WB_SA,2004,,3626.66,,
South Asia (WB),WB_SA,2005,,3844.0063,,
South Asia (WB),WB_SA,2006,,4085.0732,,
South Asia (WB),WB_SA,2007,,4330.3027,,
South Asia (WB),WB_SA,2008,,4419.832,,
South Asia (WB),WB_SA,2009,,4683.4233,,
South Asia (WB),WB_SA,2010,,4997.842,,
South Asia (WB),WB_SA,2011,,5199.3984,,
South Asia (WB),WB_SA,2012,,5421.17,,
South Asia (WB),WB_SA,2013,,5690.3267,,
South Asia (WB),WB_SA,2014,,6029.549,,
South Asia (WB),WB_SA,2015,,6420.3975,,
South Asia (WB),WB_SA,2016,,6853.8364,,
South Asia (WB),WB_SA,2017,,7237.9014,,
South Asia (WB),WB_SA,2018,,7622.251,,
South Asia (WB),WB_SA,2019,,7857.6147,,
South Asia (WB),WB_SA,2020,,7399.215,,
South Asia (WB),WB_SA,2021,,8015.357,,
South Asia (WB),WB_SA,2022,,8522.025,,
South Asia (WB),WB_SA,2023,,9169.174,,
South Asia (WB),WB_SA,2024,,9654.166,,
South Korea,KOR,1990,0.738,14377.884,44081425,Asia
South Korea,KOR,1991,0.749,15784.467,44439146,Asia
South Korea,KOR,1992,0.759,16613.49,44653699,Asia
South Korea,KOR,1993,0.77,17595.904,44887721,Asia
South Korea,KOR,1994,0.779,19052.299,45130842,Asia
South Korea,KOR,1995,0.789,20697.896,45368425,Asia
South Korea,KOR,1996,0.801,22139.797,45638701,Asia
South Korea,KOR,1997,0.812,23311.043,45941541,Asia
South Korea,KOR,1998,0.809,22000.338,46230885,Asia
South Korea,KOR,1999,0.821,24382.25,46500382,Asia
South Korea,KOR,2000,0.83,26404.158,46766660,Asia
South Korea,KOR,2001,0.838,27440.656,47043467,Asia
South Korea,KOR,2002,0.846,29395.277,47299118,Asia
South Korea,KOR,2003,0.852,30142.46,47514158,Asia
South Korea,KOR,2004,0.859,31579.527,47697076,Asia
South Korea,KOR,2005,0.866,32886.047,47851646,Asia
South Korea,KOR,2006,0.871,34429.62,48006518,Asia
South Korea,KOR,2007,0.876,36257.34,48178122,Asia
South Korea,KOR,2008,0.878,37064.152,48356485,Asia
South Korea,KOR,2009,0.881,37176.195,48546690,Asia
South Korea,KOR,2010,0.894,39574.05,48769329,Asia
South Korea,KOR,2011,0.899,40719.227,49127640,Asia
South Korea,KOR,2012,0.901,41537.67,49599580,Asia
South Korea,KOR,2013,0.905,42709.977,50071168,Asia
South Korea,KOR,2014,0.91,43806.926,50539055,Asia
South Korea,KOR,2015,0.914,44849.105,50983909,Asia
South Korea,KOR,2016,0.918,46088.242,51297836,Asia
South Korea,KOR,2017,0.922,47536.79,51486268,Asia
South Korea,KOR,2018,0.924,48834.445,51640894,Asia
South Korea,KOR,2019,0.927,49790.867,51767844,Asia
South Korea,KOR,2020,0.928,49374.094,51858481,Asia
South Korea,KOR,2021,0.933,51718.25,51848401,Asia
South Korea,KOR,2022,0.928,53228.605,51782515,Asia
South Korea,KOR,2023,0.937,54029.344,51748744,Asia
South Korea,KOR,2024,,55070.938,51748744,Asia
South Sudan,SSD,2010,0.42,,9745955,Africa
South Sudan,SSD,2011,0.422,,10288112,Africa
South Sudan,SSD,2012,0.389,,10756245,Africa
South Sudan,SSD,2013,0.391,,11166280,Africa
South Sudan,SSD,2014,0.343,,11235071,Africa
South Sudan,SSD,2015,0.317,,11107569,Africa
South Sudan,SSD,2016,0.297,,10830108,Africa
South Sudan,SSD,2017,0.292,,10259150,Africa
South Sudan,SSD,2018,0.371,,10122983,Africa
South Sudan,SSD,2019,0.403,,10423382,Africa
South Sudan,SSD,2020,0.398,,10698471,Africa
South Sudan,SSD,2021,0.393,,10865786,Africa
South Sudan,SSD,2022,0.388,,11021175,Africa
South Sudan,SSD,2023,0.388,,11483370,Africa
Spain,ESP,1990,0.766,31773.227,39084975,Europe
Spain,ESP,1991,0.774,32499.348,39201750,Europe
Spain,ESP,1992,0.781,32641.082,39420344,Europe
Spain,ESP,1993,0.789,32137.314,39651627,Europe
Spain,ESP,1994,0.798,32746.93,39858721,Europe
Spain,ESP,1995,0.804,33501.73,40052733,Europe
Spain,ESP,1996,0.811,34232.38,40237375,Europe
Spain,ESP,1997,0.816,35312.086,40423823,Europe
Spain,ESP,1998,0.821,36679.094,40617436,Europe
Spain,ESP,1999,0.825,38141.316,40812855,Europe
Spain,ESP,2000,0.833,39945.9,41019772,Europe
Spain,ESP,2001,0.839,41224.293,41245602,Europe
Spain,ESP,2002,0.844,41766.04,41755703,Europe
Spain,ESP,2003,0.846,42223.13,42506540,Europe
Spain,ESP,2004,0.852,42793.39,43234562,Europe
Spain,ESP,2005,0.857,43570.766,43958883,Europe
Spain,ESP,2006,0.862,44572.68,44695446,Europe
Spain,ESP,2007,0.864,45301.285,45516501,Europe
Spain,ESP,2008,0.865,44926.348,46235055,Europe
Spain,ESP,2009,0.867,42852.223,46635182,Europe
Spain,ESP,2010,0.875,42695.527,46840469,Europe
Spain,ESP,2011,0.879,42271.836,46998040,Europe
Spain,ESP,2012,0.881,41034.047,47018323,Europe
Spain,ESP,2013,0.886,40594.914,46860394,Europe
Spain,ESP,2014,0.89,41339.41,46720187,Europe
Spain,ESP,2015,0.895,43053.76,46683683,Europe
Spain,ESP,2016,0.9,44274.668,46732768,Europe
Spain,ESP,2017,0.902,45446.25,46868594,Europe
Spain,ESP,2018,0.905,46325.21,47092817,Europe
Spain,ESP,2019,0.91,46896.418,47435121,Europe
Spain,ESP,2020,0.901,41553.45,47679482,Europe
Spain,ESP,2021,0.912,44251.664,47735670,Europe
Spain,ESP,2022,0.911,46733.48,47828386,Europe
Spain,ESP,2023,0.918,47322.594,47911583,Europe
Spain,ESP,2024,,48460.293,47911583,Europe
Sri Lanka,LKA,1990,0.638,4561.579,16352460,Asia
Sri Lanka,LKA,1991,0.642,4735.8193,16475354,Asia
Sri Lanka,LKA,1992,0.65,4866.2393,16739297,Asia
Sri Lanka,LKA,1993,0.658,5114.4365,17025924,Asia
Sri Lanka,LKA,1994,0.664,5322.7295,17275777,Asia
Sri Lanka,LKA,1995,0.667,5523.312,17564065,Asia
Sri Lanka,LKA,1996,0.672,5624.024,17905020,Asia
Sri Lanka,LKA,1997,0.679,5871.723,18248205,Asia
Sri Lanka,LKA,1998,0.685,6032.622,18596006,Asia
Sri Lanka,LKA,1999,0.692,6176.2354,18944734,Asia
Sri Lanka,LKA,2000,0.702,6428.6133,19293056,Asia
Sri Lanka,LKA,2001,0.704,6230.031,19600361,Asia
Sri Lanka,LKA,2002,0.709,6409.863,19805750,Asia
Sri Lanka,LKA,2003,0.713,6741.0127,19951521,Asia
Sri Lanka,LKA,2004,0.695,7059.911,20087608,Asia
Sri Lanka,LKA,2005,0.721,7452.742,20216531,Asia
Sri Lanka,LKA,2006,0.724,7970.665,20352416,Asia
Sri Lanka,LKA,2007,0.729,8454.207,20492546,Asia
Sri Lanka,LKA,2008,0.73,8897.827,20629377,Asia
Sri Lanka,LKA,2009,0.723,9156.319,20756438,Asia
Sri Lanka,LKA,2010,0.748,9832.187,20879092,Asia
Sri Lanka,LKA,2011,0.753,10618.492,21009054,Asia
Sri Lanka,LKA,2012,0.759,11447.693,21169461,Asia
Sri Lanka,LKA,2013,0.764,12249.723,21358829,Asia
Sri Lanka,LKA,2014,0.767,12909.966,21547454,Asia
Sri Lanka,LKA,2015,0.769,13329.779,21729975,Asia
Sri Lanka,LKA,2016,0.772,13845.614,21910763,Asia
Sri Lanka,LKA,2017,0.777,14572.485,22087525,Asia
Sri Lanka,LKA,2018,0.782,14759.825,22253116,Asia
Sri Lanka,LKA,2019,0.781,14637.444,22410552,Asia
Sri Lanka,LKA,2020,0.78,13886.651,22561808,Asia
Sri Lanka,LKA,2021,0.777,14316.135,22700377,Asia
Sri Lanka,LKA,2022,0.777,13249.065,22834965,Asia
Sri Lanka,LKA,2023,0.776,13024.94,22971615,Asia
Sri Lanka,LKA,2024,,13752.837,22971615,Asia
Sub-Saharan Africa (UNDP),,1990,0.405,,,
Sub-Saharan Africa (UNDP),,1991,0.409,,,
Sub-Saharan Africa (UNDP),,1992,0.408,,,
Sub-Saharan Africa (UNDP),,1993,0.411,,,
Sub-Saharan Africa (UNDP),,1994,0.413,,,
Sub-Saharan Africa (UNDP),,1995,0.42,,,
Sub-Saharan Africa (UNDP),,1996,0.423,,,
Sub-Saharan Africa (UNDP),,1997,0.427,,,
Sub-Saharan Africa (UNDP),,1998,0.43,,,
Sub-Saharan Africa (UNDP),,1999,0.433,,,
Sub-Saharan Africa (UNDP),,2000,0.435,,,
Sub-Saharan Africa (UNDP),,2001,0.441,,,
Sub-Saharan Africa (UNDP),,2002,0.449,,,
Sub-Saharan Africa (UNDP),,2003,0.457,,,
Sub-Saharan Africa (UNDP),,2004,0.466,,,
Sub-Saharan Africa (UNDP),,2005,0.473,,,
Sub-Saharan Africa (UNDP),,2006,0.481,,,
Sub-Saharan Africa (UNDP),,2007,0.489,,,
Sub-Saharan Africa (UNDP),,2008,0.497,,,
Sub-Saharan Africa (UNDP),,2009,0.503,,,
Sub-Saharan Africa (UNDP),,2010,0.51,,,
Sub-Saharan Africa (UNDP),,2011,0.517,,,
Sub-Saharan Africa (UNDP),,2012,0.523,,,
Sub-Saharan Africa (UNDP),,2013,0.528,,,
Sub-Saharan Africa (UNDP),,2014,0.534,,,
Sub-Saharan Africa (UNDP),,2015,0.54,,,
Sub-Saharan Africa (UNDP),,2016,0.543,,,
Sub-Saharan Africa (UNDP),,2017,0.546,,,
Sub-Saharan Africa (UNDP),,2018,0.551,,,
Sub-Saharan Africa (UNDP),,2019,0.557,,,
Sub-Saharan Africa (UNDP),,2020,0.557,,,
Sub-Saharan Africa (UNDP),,2021,0.558,,,
Sub-Saharan Africa (UNDP),,2022,0.565,,,
Sub-Saharan Africa (UNDP),,2023,0.568,,,
Sub-Saharan Africa (WB),WB_SSA,1990,,3775.4473,,
Sub-Saharan Africa (WB),WB_SSA,1991,,3692.9666,,
Sub-Saharan Africa (WB),WB_SSA,1992,,3585.89,,
Sub-Saharan Africa (WB),WB_SSA,1993,,3446.3987,,
Sub-Saharan Africa (WB),WB_SSA,1994,,3382.8987,,
Sub-Saharan Africa (WB),WB_SSA,1995,,3400.792,,
Sub-Saharan Africa (WB),WB_SSA,1996,,3482.8354,,
Sub-Saharan Africa (WB),WB_SSA,1997,,3531.2527,,
Sub-Saharan Africa (WB),WB_SSA,1998,,3529.4673,,
Sub-Saharan Africa (WB),WB_SSA,1999,,3509.318,,
Sub-Saharan Africa (WB),WB_SSA,2000,,3534.5173,,
Sub-Saharan Africa (WB),WB_SSA,2001,,3592.1694,,
Sub-Saharan Africa (WB),WB_SSA,2002,,3732.0852,,
Sub-Saharan Africa (WB),WB_SSA,2003,,3787.212,,
Sub-Saharan Africa (WB),WB_SSA,2004,,3938.5247,,
Sub-Saharan Africa (WB),WB_SSA,2005,,4064.7947,,
Sub-Saharan Africa (WB),WB_SSA,2006,,4196.0176,,
Sub-Saharan Africa (WB),WB_SSA,2007,,4334.8833,,
Sub-Saharan Africa (WB),WB_SSA,2008,,4442.5605,,
Sub-Saharan Africa (WB),WB_SSA,2009,,4476.266,,
Sub-Saharan Africa (WB),WB_SSA,2010,,4629.3413,,
Sub-Saharan Africa (WB),WB_SSA,2011,,4716.822,,
Sub-Saharan Africa (WB),WB_SSA,2012,,4779.451,,
Sub-Saharan Africa (WB),WB_SSA,2013,,4893.031,,
Sub-Saharan Africa (WB),WB_SSA,2014,,4999.522,,
Sub-Saharan Africa (WB),WB_SSA,2015,,5016.2275,,
Sub-Saharan Africa (WB),WB_SSA,2016,,4948.61,,
Sub-Saharan Africa (WB),WB_SSA,2017,,4944.827,,
Sub-Saharan Africa (WB),WB_SSA,2018,,4954.5625,,
Sub-Saharan Africa (WB),WB_SSA,2019,,4956.282,,
Sub-Saharan Africa (WB),WB_SSA,2020,,4674.73,,
Sub-Saharan Africa (WB),WB_SSA,2021,,4720.3574,,
Sub-Saharan Africa (WB),WB_SSA,2022,,4796.0664,,
Sub-Saharan Africa (WB),WB_SSA,2023,,4810.216,,
Sub-Saharan Africa (WB),WB_SSA,2024,,4872.6357,,
Sudan,SDN,1990,,2460.1887,22021484,Africa
Sudan,SDN,1991,,2591.8691,22470676,Africa
Sudan,SDN,1992,,2709.79,22927356,Africa
Sudan,SDN,1993,,2777.275,23445599,Africa
Sudan,SDN,1994,,2736.472,24043951,Africa
Sudan,SDN,1995,,2824.632,24672144,Africa
Sudan,SDN,1996,,2924.2908,25231534,Africa
Sudan,SDN,1997,,3380.1868,25799826,Africa
Sudan,SDN,1998,,3441.1792,26458999,Africa
Sudan,SDN,1999,,3459.23,27130619,Africa
Sudan,SDN,2000,,3575.852,27816748,Africa
Sudan,SDN,2001,,3701.5488,28516774,Africa
Sudan,SDN,2002,,3814.3132,29228728,Africa
Sudan,SDN,2003,,3946.9226,29896038,Africa
Sudan,SDN,2004,,4041.0571,30556641,Africa
Sudan,SDN,2005,,4152.3228,31262447,Africa
Sudan,SDN,2006,,4299.974,31992438,Africa
Sudan,SDN,2007,,4415.785,32764139,Africa
Sudan,SDN,2008,0.456,4446.4097,33623980,Africa
Sudan,SDN,2009,0.469,4188.0547,34569114,Africa
Sudan,SDN,2010,0.479,4219.837,35414403,Africa
Sudan,SDN,2011,0.476,4467.626,36140808,Africa
Sudan,SDN,2012,0.482,4145.9316,36923175,Africa
Sudan,SDN,2013,0.488,4130.486,37785852,Africa
Sudan,SDN,2014,0.496,4207.5005,38823324,Africa
Sudan,SDN,2015,0.498,4159.1943,40024433,Africa
